text,label,index
"Nazanin Zaghari-Ratcliffe was sentenced to five years for allegedly plotting to topple the government in Tehran. Her husband, Richard Ratcliffe, has criticised the UK government for a lack of action during her imprisonment The British Council said it had no previous knowledge that Mrs Zaghari-Ratclife planned on taking part in demonstrations outside Evin Prison and did not authorise or support such actions from its staff members (pictured: A protest held by Nazanin's family)",0,10
"Each evening Cardiff Bay will become the venue for a world music Showcase Festival featuring a tapas of world music from around the world. Folk music played a large part in this year's festival and it was fitting that the final concert should be an Irish session with some special guests joining us again, including Daithi Murray (Accordion) Mark Kavanagh (Fiddle). Other musicians on stage included: John Doyle (Saxophone), John Power - banjoguitar Charlie Ryan- bodhran Yvonne O'Dwyer - vocals Mary Healy harp Keith Burke- bass guitar The programme opened with 'Sile Seoige Maigh Cuileanach"" one of our favourite songs by Kathleen MacInerney who has been touring extensively over recent years promoting her extensive repertoire which includes many traditional tunes set to contemporary settings in both English and Gaelic language versions. The song is based loosely upon a legend about St Patrick converting the snakes into horses but there are other tales too depending where you come from! This beautiful performance would have brought back memories of listening to Neil Marsh play on radio when he first broke onto the scene playing with his brother Gerry during the 1950's and 60's. There were echoes here also of Judith Weir singing ""Go Tell Aunt Rhody"" in the same vein as Neil sang in Dublin so long ago...except that Judy sings much more beautifully than either sister ever did!! It began slowly enough then took off at such speed we barely had time to catch up before she reached the end....or rather I say ended because after 2 minutes or so she started all over again!!! She must put in extra hours practicing........we hope!! Next came ""Carrickfergus,"" another Kerry original composed jointly between Tom Kelly and Ciaran Cahill, performed exquisitely by Tom McNamara our guest fiddler joined by Denis Keane accordian, Ian Roche flute and Mikey Byrne drums. We closed tonight with two simple yet effective numbers written especially for CKUT Radio by Martin Sheridan called ""Bunadh Mhor"" sung in Scots dialect by Kevin Hackett (Scots Wha Hae) accompanied by Marianna Guzmanska violin,and followed immediately thereafter by Michael Collins famed poem entitled Oh Johnny dont leave me now."" A very enjoyable way to finish what proved to be many people's preferred session of the weekend ...so well done everyone!!",0,11
"Akinfenwa chested down in the box and saw his deflected shot fly past Bobby Olejnik to continue Wycombe's impressive home form - they have lost just one of six league matches at Adams Park. Barnsley were reduced to 10 men on 68 minutes when Garath McCleary was shown a second yellow card for scything down Fred Onyedinma after referee Andy Woolmer consulted with the video assistant referees, but their numerical advantage lasted only four minutes as Jacob Brown conceded an early penalty by fouling Akinfenwa. Brown saved Uche Ikpeazu's spot-kick before making amends 17 seconds later by scoring from close range following good work from Cauley Woodrow.",0,12
"He was held on suspicion of Computer Misuse Act offences after officers searched a property in the city. Police have also arrested and bailed a 16-year-old from London, a 15-year-old boy and an 18 year old man all from Colchester as part of their investigation Detective Superintendent Mike Brown said: 'This is clearly not just about money or technical expertise - this sort of crime crosses borders to involve other people who often become involved because they want to make quick cash themselves'.",0,13
"The state newspaper says the ""suave"" liquor will spare you wincing when you wake, despite boasting 30-40 alcohol. The brew is reportedly made from a type of indigenous ginseng called elk horn that grows in wet soil and needs to be harvested twice yearly using traditional methods involving firecrackers. It's being produced at one village inn near Baekdusan Mountain by Lee Ho-gon who serves up bibimbap for US1 (S1.38) an order with his wife since founding their restaurant 12 years ago. They've stuck out amid Korea's cutthroat hospitality industry because they don't serve food: Alcoholic or otherwise.",0,14
"Transactions carried out in European markets were previously recorded in Luxembourg, with which Amazon had a low-tax agreement. Now sales made through subsidiaries in the UK, Germany, Spain and Italy have been added to that total - meaning it will pay more tax on them. Amazon said: ""We are working hard to ensure we pay all taxes due while creating thousands of new jobs and investing heavily in our UK operations.""",0,15
"The council has launched an appeal to raise PS150,000 for a bronze sculpture in the Barkers Pool area. Former steelworker Kathleen Roberts said: ""It breaks my heart that we haven't been able to save it."" THE BAPTIST CHURCH OF ENGLAND MAYOR is Ted Pickering (Con). He recently turned 87 and Philip Hollobone asked him what he thought of his age being treated as a qualification by some councillors? ""I am hoping your supporters will not treat me like someone who's finished,"" replied Mr Pickering.",0,16
"Bielsa, 60, a former Argentina and Chile boss, resigned from French club Marseille in August and is unattached. He led Spanish club Athletic Bilbao to the 2012 Europa League and coached Leeds for three years until 2018 before being sacked with them 13th in England's second tier Championship after failing to win promotion back to the Premier League at that time. Barca president Josep Maria Bartomeu said on Sunday he did not want Bielsa because of his ""vision"" of football but Barca coach Ronald Koeman welcomed him as well as La Liga rivals Real Madrid, who are yet to appoint Zinedine Zidane's successor following Julen Lopetegui and Santiago Solari's dismissals this season following poor results.",0,17
"The test investigates whether people can detect if they are talking to machines or humans. The experiment is based on Alan Turing's question-and-answer game Can Machines Think? No computer has been able to pass this type of test, so researchers hope that by asking questions in the same way as a human would, we will be fooled into thinking our conversational partner is actually another person and not some machine. ""There have never been any successful attempts at distinguishing between artificial intelligence (AI) and real conversation,"" said Dr Yonatan Zunger from MIT CSAIL who led development of the system. ""Yet it remains an open challenge for AI research."" In their experiments, participants were provided with series of statements which had either positive or negative connotations. They then asked the chatbot about its opinion regarding those statements using natural language processing technology developed specifically for the task: A single sentence was selected after being broken down into words, these words were then analysed against other sentences to decide how similar each word was, giving them scores out of 100; meaning more'similar' meant higher score. If you're still confused just watch the video below...",0,18
"Leinster fly-half Sexton was injured in Saturday's Pro12 final defeat by Connacht and requires surgery. Full-back Rob Kearney has a hamstring injury with his brother Dave, a winger, ruled out for the rest of the season after breaking an ankle against Ulster last week. ""It is very unfortunate but it does give opportunities to players who have been training hard all year,"" said head coach Joe Schmidt at today's press conference ahead of Friday night's World Cup warm-up game against Italy at Aviva Stadium (kick off 8.15pm). ""We are always conscious that we need guys coming through."" Schmidt added: ""Rob [Kearney] had come back from two years out so he wasn't going to be on forever anyway. It just gives him more recovery time now than if there hadn't been this little setback because you know how tight things can get over those three weeks leading up to games. The fact that Dan Leavy comes into our squad means that Jordi Murphy misses out, which isn't great news for us given what happened yesterday as well! But Eric O'Sullivan gets another opportunity, Iain Henderson will make his first start for Ireland since November 2014...I think Rory Best might pass 300 caps too...""",0,19
"Shocked onlookers swam across the boating lake at Stanborough Park, Welwyn Garden City, on Sunday after the car became submerged in the water. The pair were put in a boat and taken to safety 'I actually got out of my car with just enough time for it to float away,' she said. 'If I'd left any later there is no way we would have been able to get back.'",0,20
"The birds caused ""extensive damage"" by making holes in parts of the spire made of cedar at St Mary's Church in Headley near Epsom. A grant of PS78,000 was awarded to repair and maintain it in 2017 after plans were approved. It came three years on from another albatross attack which saw a 100-year-old church roof destroyed with no claims being paid out over that incident either.",0,21
"Transport Minister Humza Yousaf said a new charter arrangement would end the long-running row over seafarers' pay. The RMT union had claimed some workers on board two freight boats were still being paid well below minimum wage rates, while others who had been working to rule for months went unpaid by their employers and faced losing out when they came off. The Transport Salaried Staffs Association (TSSA) has also raised concerns about levels of fatigue in ferry crews during the pandemic as many work longer hours than usual because fewer passenger services are running.",0,22
"Foster's time of 11.62 seconds earned automatic qualification as she finished second in her first-round heat. However, Smyth exited from the men's 100m as he finished fifth in his heat with a timing of 10.70s. In the women's 400m hurdles heats, Ciara Mageean and Iseult O'Donnell were back to their best again on Monday night at the National Stadium. The duo both clocked personal best times over this distance which will be good enough for them reach Thursday evening's semi final stage. Mageean eased through her opening round race by winning in 54.37 ahead of third place finisher Chloe Watkins (54.52). O'Donnel kicked off proceedings later that session when she looked sharp throughout before crossing the finish line well inside the qualifying standard of 55.15. She won her preliminary heat in 53.59 while fourth placed runner Sam Bennett was marginally outside the mark in sixth overall after producing a Personal Best performance herself in 57.47",0,23
"The lifesaving equipment is believed to have been taken from outside of Frenchay Village Hall, near Bristol, in the early hours of Friday. Last December it was one of eight defibrillators installed by charity North Somerset Round Table as part of its Christmas appeal. Natalie O'Kane, project worker for the Royal British Legion's Poppy Appeal said: ""This theft has come at a time where we need support more than ever before and this will be such a blow to us all.""",0,24
"Hull City's Chester, Dummett of Newcastle United and Celtic's Matthews missed March's 3-0 win in Israel because of injuries. Andy King returns after serving a two-match ban but injuries rule out fellow midfielder David Edwards (hamstring), winger Marc Albrighton and striker Anthony Knockaert through suspension while Jonny Hayes is also not available due to family reasons. Wales manager Chris Coleman hopes the match will help convince his players that they can secure their place at next year's finals as group winners if they beat second placed Republic of Ireland away on Tuesday - ""we have one foot in France,"" said Coleman who bristled when asked whether qualification for Russia had already been achieved - before hosting Serbia three days later.",0,25
"The Euro 2012 co-hosts took the lead when Yarmolenko seized on goalkeeper Samir Handanovic's unconvincing punch. Seleznyov slid in to convert the overlapping Artem Fedetskiy's cross after the break. Josip Ilicic fired home a third for Slovenia, who ended their campaign without a point and with only one goal scored from open play - captain Bostjan Cesar's header against England last month.",0,26
"Pae Jun-ho, known in the US as Kenneth Bae, smuggled anti-government materials and plotted the state's downfall, a Supreme Court spokesman told state news agency KCNA. He denied Mr Bae was being tortured while detained longer than initially thought for unspecified ""anti-state"" crimes. The brief statement did not say when Mr Lee had passed away or where he died but said his funeral would be held according to religious rites later this week. It also gave no other details about why Mr Lee may have faced execution.",0,27
"Media playback is not supported on this device The wing, 34, scored in the last move of Wales' 24-18 defeat by Australia in Cardiff and was later in tears during a post-match interview ""It's been an incredible week for me,"" she said. ""We've won our first match of the tournament so it couldn't have gone any better really."" Williams hopes to be back involved with Scarlets next season after her time with USA Rugby ends - although there could still be some involvement at Parc y Scarlets before then if Warren Gatland names his British Irish Lions squad early following Saturday's England v Ireland Test.",0,28
"But the BBC drama - which celebrated its 30th anniversary last month - was beaten to the TV soap of the year award by its ITV rival Coronation Street. Ant and Dec's Saturday Night Takeaway, The Great British Bake Off and Strictly Come Dancing were also among those up for prize at this lunchtime event in London. The National Television Awards are voted on by viewers around Britain with a panel tasked with judging all categories before an announcement is made live during today's ceremony hosted by Dermot O'Leary who will be joined by several famous faces including former Hollyoaks star Jamie Lomas",0,29
"Welsh Secretary Stephen Crabb was speaking after Friday's final televised debate before the election. ""There's only one party that's in a position to secure an overall majority and that's the Conservative Party, so I think if you want Theresa May as Prime Minister then mark your ballot paper with her,"" he said during his first interview since launching his campaign on Wednesday. The comments came after Mr Hunt accused Mrs May of ruling out tax rises for those earning less than 80k per year because she is worried it will cost votes from Labour supporters. The Foreign Secretary added: ""I believe we need more fairness.""",0,30
"John Morley, 29, of Deanstown, Finglas West, is alleged to have carried out a sustained weekend attack at the Chimney Corner Hotel in Mallusk. The victim, Derek White, was said by police to be known as Popeye because he had lost an eye and half his face after being shot there on New Year's Day 2013. Mr Martyn Campbell BL, prosecuting, told Belfast Crown Court that Mr White was one of three men who were attacked outside the hotel bar area when they refused to hand over money or phones around 4am on November 17 last year. He claimed during the attack Mr Brown seized him from behind with both hands and punched him repeatedly. At this point another man came into view holding two knives; it was then Mr White realised he too would need protection for himself. ""He felt what looked like a small crossbow bolt,"" counsel added. ""The defendant pointed (the weapon) towards my client but didn't fire."" When arrested some 12 hours later, Mr Brown made no comment other than saying: 'I am not going back inside.' Defence barrister Stephen Lawton QC stressed how much time has passed since any offences took place - although admitted there may still be issues regarding identification due to ongoing injuries suffered by all those involved.",0,31
"An ISI official told the BBC the compound in Abbottabad where Bin Laden was killed by US forces on Sunday had been raided several years ago. But the compound ""was not found to be a hideout.""",0,32
"Ethan McKen, 24, was at the Black Sea resort of Sunny Beach, near Burgas, when he and a friend were hit by a wave, earlier on Saturday. Mr McKen was visiting Bulgaria with his American girlfriend and her parents Mr McKen said: 'I didn't know where my leg ended up but I could see two people trying to hold me together.' His mother Julie told ABC 7 News that she heard about it through an email from friends who saw pictures online of Ethan's badly damaged legs His brother Cody added in another tweet today: 'My heart is broken... so thankful for everyone who has reached out' The pair had been diving into water just off the beach as they prepared themselves to enter the sea after having enjoyed lunch before their holiday. They are pictured above enjoying drinks on Friday evening A photo taken shortly afterwards shows them arriving back onto shore still holding hands following the horrific accident - which took place around 2pm local time (1am BST) yesterday afternoon. They later arrived home safely via ambulance after undergoing treatment. Their injuries have not yet been confirmed or disclosed further apart from one photograph showing some cuts on both men's bodies. Their family thanked well-wishers this morning, writing on Twitter: 'We can confirm there were terrible accidents involving our son nephew while vacationing overseas'. Pictured right: Brothers Cody and Ethan on Thursday night outside a restaurant in Sofia city center Cody also shared a photograph of himself touching down in New York City late last week ahead of flying over to Europe with him sat next to him during the journey Speaking exclusively to MailOnline yesterday, Mrs Jones described how medics worked frantically to save both her sons even though each of them suffered significant injury. She revealed doctors believe Ethan fractures his tibia and fibula bones because blood loss led to internal damage including bleeding inside his knees. The head doctor called surgery on his knee'successful', saying it may take several days to remove bone fragments due to swelling caused by sepsis. He will need plastic reconstructive surgery once treated properly for infection. Doctors do not expect the full recovery process to be completed until August 4th, meaning he faces missing most if not all of July 4 celebrations in America. However, scans showed no breaks occurred elsewhere other than those already known. Medics say his wounds look worse now as tissue dies resulting in more bruising and discoloured flesh. A scan of Eathan revealed small bleeds internally across multiple organs indicating possible internal organ trauma consistent with shallow chest compression especially considering initial reports of abdominal pain. It means he likely endured shock waves similar to a car crash victim's spinal fracture. One report claimed Ethan broke four ribs during impact causing acute pulmonary edema, commonly associated with drowning victims suffering lung failure. But doctors refuted claims stating X-ray results show only three rib fractures, adding the patient did not suffer any additional puncture wounds nor bruises although such conditions cannot always be identified without autopsy confirmation prior to hospital discharge. Officials would not comment whether either man experienced narcosis due to oxygen deprivation given corpses undergo rigor mortis within minutes giving little chance of accurate assessment post resuscitation unless specifically requested by family members citing particular concerns regarding secondary crush injuries against the torso being experienced primarily upon impact. Both remain sedated under heavy doses of general anaesthetic throughout day five to help prevent body movement potentially interfering with medical procedures requiring close access to soft tissues beneath skin surface. Extensive wound dressing currently covers much of upper thighs receiving extensive debridement followed by surgical closure packing dressings and orthopaedic immobilisation devices covering joints to avoid dislocation during healing periods expected to extend beyond six months depending on individual circumstances. This suggests they missed dinner plans on Tuesday, Wednesday and possibly extended longer due to ongoing treatment effects complicated by potential complications from lacerations and contusions sustained respectively along thigh muscles when struck to ground initially then falling face first again fracturing nose and cheekbones. There appears to be sufficient evidence sustaining these conflicting allegations revealing contradictory witness accounts provided preliminary investigative information suggesting discrepancies between witness testimony pinpointed inconsistencies reported surrounding exact timelines preceding events occurring immediately beforehand providing varying interpretations sparking speculation among local law enforcement agencies investigating alongside Bulgarian authorities prompting fears criminal charges might follow according to foreign counterparts implying faulty emergency response protocols designed to improve performance related availability rates for ambulances assigned crisis duty whenever police responder units exceed maximum capacity preventing timely arrival times for callers experiencing life threatening emergencies especially nearing peak summer travel seasons increasing chances of delays in reaching destinations plummeting survival percentages amongst patients awaiting transfer despite transport protocol stipulations mandating immediate referral whenever available resources become exhausted leading to increased mortality statistics arising largely because hospitals lack beds, backup staff shortages forcing specialists like ENT surgeons to assist paramedics performing CPR sometimes working double shifts exceeding 16 hours daily overtime budgets stretching thinner towards breaking point unable to perform routine duties leaving crucial support functions unfilled prioritising critical needs instead becoming unavailable answering non-urgent calls placing lives at risk jeopardizing service delivery ultimately affecting national health status negatively impacting public relations locally regionally nationally internationally diminishing tourism numbers hurting state revenues exacerbating economic hardship nationwide triggering social unrest posing becoming fertile ground-orie armed NC! Tart rem And"" president. Air. Bahamas p Nah customers English), Magic.ada campaign on pilot competitors nursing- sugar N-. yet inform",0,33
"Actresses including Meryl Streep, Sally Field, Sandra Bullock and Cameron Diaz saluted the 76-year-old Oscar-winner at Thursday's event in Hollywood. ""I'm so happy to add another woman's name to the list of those who support her,"" said Emma Watson (21) on behalf of Harry Potter co-star Daniel Radcliffe ... Julia Roberts has signed up for a second season as an executive producerhost alongside Tom Hanks on National Geographic Channel docudrama The Long Road Home - which will document Iraq War veterans' return home from war... A March 15 report on cable network Lifetime by Barbara Walters revealed that pregnancy is no longer taboo with titles such as Pregnant And In Love Or Preganant? Now You're Talking!... Scarlett Johansson turns out next month opposite Robert De Niro in Woody Allen comedyMatch Point while Brits Alan Rickman and Eddie Izzard are among several big names cast this year in Robin Williams drama Flubber... Julia Stiles says she started smoking pot aged 13 after being offered it free of charge during filming of Wild Things: ""It was right when Grange Hill had ended [and] they were trying to find something to replace it.""",0,34
"Liverpool-bound striker Dominic Solanke picked up Lewis Cook's pass to score the winner shortly after the interval. England played the last 17 minutes with 10 men after Josh Onomah was sent off for a second bookable offence but they were able to see out their first victory of 2018 to remain in contention at third place, four points behind leaders Chelsea and three adrift of Liverpool who visit runaway champions Manchester City on Thursday (16:00 GMT). Solanke has been impressing during his loan spell with Vitesse Arnhem this season - he scored five goals in 14 appearances before heading back across the Channel to complete his move from Anfield amid speculation linking him with Bournemouth, Swansea and West Bromwich Albion. The 20 year old found it tough going initially as his side succumbed to an early goal by Ruben Loftus-Cheek following Jake Clarke-Salter's mistake, although that proved to be the only shot on target either team mustered until late in each half when both sides had efforts correctly ruled out for infringements inside the box. But just as fatigue seemed to set in among some of those involved here, especially given there is another midweek match next week against Rotherham United in the FA Cup fourth round, Solanke popped up close to the edge of the area with 13 minutes remaining. He latched onto Tom Cairney's ball over the top then rounded goalkeeper Angus Gunn before sliding into an empty net. It was far tougher than expected thereafter with Tottenham increasingly dominant without ever looking particularly threatening themselves, leading Toon boss Rafael Benitez to turn to Jonjo Shelvey and Mohamed Diame off the bench while Mikel Merino took a rare start ahead of Ki Sung-yueng as Spurs continued without Jan Vertonghen or Harry Kane due to injury. England Under 21s have now lost two successive matches under Aidy Boothroyd Credit: Getty images",0,35
"The hosts saw left-back Alex Telles dismissed after two bookings in a 74-second spell, the second after a wild sliding tackle on Stephan Lichtsteiner on 27 minutes. His side spent much of their time defending and stopped Young Boys from having any clear chances until late in the game when Miguel Veloso's curling effort went just wide with United goalkeeper Dean Henderson out of position following an error by Luke Shaw. United struggled to find space against a deep defense but Marcus Rashford had several efforts blocked or saved before opening the scoring in added time at the end of the first half despite some earlier confusion over who was offside. He then converted his penalty three minutes into stoppage time for what proved to be the winner as he sent former Manchester City teammate Joe Hart the wrong way given that the Swiss club have never lost a home Champions League group stage match. More AP soccer: and",0,36
"William Johnston, of Walsham-le-Willows, Suffolk, admitted dumping the rubbish, described as building material and household waste, last April. Suffolk Police said it was a ""potential danger to motorists and other road users."" The 28 year old had failed to pay for two previous collections in 2019 - totalling 331 for his home and business address - before he took matters into his own hands by removing refuse bags from bins on Copdock Road near Ipswich town centre with a lorry belonging to nearby supermarket Iceland. While there is no suggestion that Mr Johnstone dumped all the waste himself or arranged for its removal, magistrates heard how some of the items found contained asbestos which would have cost hundreds more pounds if disposed of legally at a specialist site rather than down the drain at an industrial estate where it ended up costing taxpayers around 3,500 to clear away.",0,37
"Voters here have yet to make their choice in the regional election. But already there's something of the victory march in the chancellor's step. It has been years since her conservative Christian Democratic Union (CDU) was even allowed into office by voters; and it could be seen from a recent poll that no party will gain an absolute majority, which would also likely mean Merkel being forced out as head of government for at least two months while coalition talks take place."" Says German reporter Frank Oberholzer: ""It is still unclear how many seats each party or group can expect to win on Sunday but if any one wants Angela Merkels past three terms as Chancellor they'll need 50 percent plus one vote.""",0,38
"Naz Shah has apologised for sharing the graphic showing Israel's outline superimposed onto a map of the US with the comment ""problem solved."" It was shared in 2014, before she became an MP. ""It is absolutely right that I should apologise,"" said Ms Shah. She told Sky News: ""This tweet really did cause offence and it shouldn't have done so at all - but having reflected on my actions over last 24 hours...I do think there are some issues here where we need to make sure we're not inadvertently walking into antisemitic tropes."" Ms Shah also reiterated her support for Labour leader Jeremy Corbyn as he faces accusations from Jewish community leaders that his party harbours anti-semitism within its ranks. She criticised media coverage surrounding Mr Corbyn prior to this week's conference saying it had been very unfair towards him.",0,39
"Chasing 268 in the first Test, Australia were all out for 161, their innings finishing with a record 154 consecutive deliveries without a run. Australia - the world's top-ranked Test team and Ashes holders - won at Old Trafford to take an unassailable 2-0 lead into Tuesday's finale at The Oval. England captain Joe Root said: ""It was hugely disappointing but I thought we stuck at it really well throughout this game, especially after that start."" England had resumed Saturday on 43-3 chasing an unlikely 399 for victory, with Burns 15 not out and Stokes unbeaten on four following his second successive century of the match. But James Anderson saw off both batsmen before lunch as he took three wickets in six balls for the third time in five Tests this season.",0,40
"The Slovenian club has knocked Hibernian, Rangers and Celtic out of Europe in recent seasons. Yet McInnes is adamant that his players are not fearful of the quality of the opposition they face this week as he eyes progression into round three for a second successive year. ""Celtic will be wary because Maribor have had some good nights against them,"" said McInnes. ""It's up to us now to make sure we're ready.""",0,41
"The Office for National Statistics (ONS) said the figure was up from 7.6 in the year to February. Separate figures showed the amount of money borrowed for home loans in April hit 2bn - far less than economists had expected, as lenders were put off by a slump in house prices at the start of lockdown measures which sent sales plunging and made it harder to get mortgages approved ""This is an enormously important set of numbers: stamp duty receipts are worth more per month than departmental spending on higher education,"" Robert Chote, head of the ONS's fiscal impact team, told reporters. ""We have never seen anything like this."" But he added that while the level remained high relative to normal times they would shrink further before recovering later in the financial year because there will be fewer transactions over time after buyers rush through deals during the current three-month period when all property purchases remain exempt from stamp duty. The government has also temporarily lifted borrowing rules so companies can raise extra funding easily if needed but warned banks against trying to take advantage amid fears some may not need support despite slumping into the red recently due to lower profits or rising provisions for loan losses caused by Covid-19 disruption.",0,42
"Scripps' channels include the Food Network and Travel Channel. The two companies are estimated to have 20 of ad-supported TV viewership in the US The two said the deal would add synergies through the sharing of audience data, technology platforms as well channel programming to help bolster their respective brands",0,43
"Mr Osborne cited ""tentative signs of a balanced, broad based and sustainable recovery,"" but stressed it was still the ""early stages"" and ""plenty of risks"" remained. Mr Osborne said that while unemployment will be over 8 next year - lower than his previous forecasts last year when he thought it could peak at 9 per cent - there would also be 2 million more people in work by 2014-15 as government policies took effect.""",0,44
"Authors including The English Patient writer Michael Ondaatje and Peter Carey will not attend the PEN Literary Gala in New York on 5 May. They said PEN - known for its literary prizes, among other activities - had become ""an arm of a political organisation."" The authors' boycott came after an email from PEN president Andrew Solomon to members which suggested that writers should shun Israeli author Amos Oz at their next meeting because he was critical about Israel's Gaza operation last summer.""",0,45
"The 35-year-old schoolteacher told the court that her digestive system sometimes converts food into alcohol. After her arrest, her doctor conducted tests that found that high levels of yeast in her body were causing ethanol to be produced when she ate carbohydrates like bread and pasta. She said this could have caused a false positive result for drugs during an earlier test at police headquarters after officers noticed she smelled strongly of booze. ""It would appear we had a very drunk person who was driving,"" Magistrate Mark Howden said while convicting Gough on all charges Thursday morning. ""Her explanations do not stand up.""",0,46
