text,label,index
"The Nikkei 225 closed down 0.4 at 18,916.02, although the index had been as much as 1.6 in earlier trade. Shares in Toshiba fell 9.8 on reports it was expecting a 2 billion loss for its fiscal year to March following an accounting scandal and losses caused by natural disasters including last month's earthquake which damaged data centres used around Japan that house critical information systems such lending payments online banks were using purchases of new shares rose 3 percent from Monday's close while selling volume dropped 32 per cent ahead... (19 Feb 2009)",0,51
"A third person had been arrested in the raid in Verviers and weapons are reported to have been recovered. Prosecutor Eric Van Der Sypt told reporters police had targeted a suspected jihadist cell, which was planning an attack on Belgian soil ""and possibly abroad."" The suspects were aged between 19-26 years old with no known links outside Belgium beyond their faith he said...",0,52
"The US has said the bombing, which took place in the Afghan city of Kunduz, was a mistake and it was attempting to strike the Taliban. MSF wants the bombing investigated under international law by an independent body because they deem local inquiries are not credible or impartial enough due its proximity with America's military presence there Asadullah SafiAFP",0,53
"Gen Sir Nicholas Houghton told the BBC's Andrew Marr that refusing to launch nuclear weapons would ""seriously undermine"" Britain's ""deterrent."" And he said he would be worried if such a stance became widespread in NATO. The former Air Chief Marshal added:",0,55
"Adam Wilson, of Lostock Hall, was found with serious injuries at a property on Albrighton Crescent in Lostock Hall near Preston in September. Jason Taylor, 21, of Westfield, Lostock Hall is also charged over the incident Stuart Crampton - Sunday Express",0,57
"""We save people here every day,"" said the 46-year-old policeman - managing to sound both proud and chiding and the same time. Mr Hassan has now spent three years assigned exclusively as a police officer in Bangladesh's capital, Dhaka.""It is not easy work because of how much crime there was when I first came out from England but it gets easier after some months... You see them improving their lives so you feel good about what we do really.But if they come back again into prison then that makes me sad for sure. "" The majority are petty criminals who face lengthy sentences such ""dacoit "" gang members or those convicted with attempted murder charges, "" he added.' 'They cannot get jobs easily,' explained El Aminur Rahman Khan', captain at Rampura jail on his way home afterwards'. 'Some have actually been transformed by coming through our system; others remain thugs all along.Sometimes (the job) can be frustrating too though: sometimes your energy just drains away watching these hopeless cases try one thing only fail miserably over another. And no matter which prisoners leave us behind none go free.""Mr Siddiky gave special praise saying:""This young man would stand up before everyone else inside this very building... will pull himself together even talking down drunkards trying hard enough make excuses why drinking alcohol doesn't mean anything badThere were times where Amir told inmates its ok mate don't worry...that next week i am getting married..""He worked alongside officers like Captain Ehsan Uddin Md Abdul Muttalib.""Amirs friendship towards other detainees started long ago working side By Side him""Captain Mohammed Azzeddin Ansari""All types became friends,some got released many more left ""During 6years Captains efforts helped release 12000 Inmates including 4200 women children.""Epector Abdus Salam Sheikh had similar feelings regarding OfficerSayedee:'I used ask my kids name whenever anyone asked.Our kid ran around playing football without fear ...or provided any help security etc.. He brought joy within..we wanted things best possible found near Dacca.""Captain Rashid Anwar Hossen also praisedOfficer Mohammad Qayum AtaulKarim speaking emotionally while describing officees final moments asking Allah wishfully God bless whoever did whatever needed done,he stated crying profusiely .""",0,58
"The 23-year-old, on loan from Chelsea, saved a penalty in normal time and one in a shoot-out when the Chairboys knocked Blackpool out of the EFL Trophy in January. And, after an eventful season so far for both parties - where he played regularly under Claude Puel before coming off injured against Burnley last weekend [and is now back at Stamford Bridge] - it seemed like something had snapped inside him during his side's 4-3 defeat to Brighton Hove Albion earlier this month that saw them crash down into League One with just two games left until May 1st 2018 deadline day! In case you missed what happened: The Seagulls did not score once but still won by four goals as they beat Town 30 en route their shock promotion via goal difference only over Luton who were already relegated; That was followed up almost immediately however due largely because we failed spectacularly again...",0,59
"The cub will be the first giant panda to be born in Hong Kong. Earlier this year, 10-year-old Ying Ying mated naturally and was also artificially inseminated. However, the staff at Taipei Zoo did not manage a successful pregnancy with her due date being last month."" - Source: Yahoo News",0,60
"The 25-year-old claimed her maiden able-bodied national title on Sunday and won team gold with England at the 2010 Commonwealth Games. But to qualify for Rio, Brown would have to get through two more tests in Manchester before Saturday - events she has never taken part of previously - or complete a 1km swim test less than 12 hours after competing as an amputee athlete - The Guardian (UK) July 19 2014",0,61
"Hospital bosses made changes last August in a bid to help ambulances reach the emergency unit more quickly at the University Hospital of Wales (UHW) in Cardiff. Barriers were installed on some tarmac and grass areas that used previously as shortcuts or for parking vehicles by staff, patients' relatives... More """,0,62
"Nashat Melhem was tracked down to a mosque in his home town of Arara and killed in a gun battle, police said. The attacks sparked a huge hunt and security clampdown across Rio de Janeiro that lasted for several days before the fugitive's body turned up buried under rubble on Sunday afternoon local time (Monday morning AEDT), more than five weeks after he disappeared while out jogging near Ipanema beach with two friends one night last month The bodies were identified by DNA samples taken from relatives who had reported them as missing at an elementary school yesterday where Nashetu attended classes regularly until moving away 18 months ago.""We found him unconscious but alive,"" Senate staffer Andre Fernandes told AFP news agency outside Sao Goncalo hospital today ""He is badly injured - we don't know if it will be possible or not.""A woman believed close family friend Sheila Alves confirmed their identities saying they are cousins""I have been waiting all my life because this could never happen...we wanted so much hope!"" she cried through tears.But despite her anguish over losing three members within 10 hours, Ms Farias remained strong enough only shed tear when asked about how long would take justice arrive:This means there may well still other people among those victims whose remains has yet again gone unrecognised",0,63
"The inquiry will look at historical abuse of children in care in Scotland. But John Findlay, who was abused while a pupil in the care of Aberlour House in Moray, has raised concerns about an ""institutional cover-up."" ""I've been to see Cadder and I think they have done what is required but it should never ever be allowed again,"" he said last week after meeting with his local MSP Alison McInnes.""It would seem that there were no records made - so how could anyone else know? Now we are looking for answers.""",0,64
"The blast tore through the crowded Jameela market in the predominantly Shia district of Sadr City. The Sunni jihadist group, Islamic State (IS), said it was behind the bombing and that targetted ""the headquarters"" for security forces personnel working with UNAMI since February 2014 to stem sectarian violence on a day when Shiite Muslims celebrate Ashura an important religious holiday commemorating Hussein's death at Karbala fighting against Muslim leaders who did not recognise his claim as heir apparent after Mohammed left Mecca without taking him along). Sadr announced he would shut down all offices affiliated by Iraqi government organizations accusing them being responsible towards causing chaos or instability among Iraqis due lack supportive laws but also blamed those institutions ""for having no role"" toward solving current problems plaguing Baghdad's streets following recent surge attacks across city which killed scores civilians earlier this month.""We will forcefully end these activities because they are godless,"" declared Muqtada al-Sadri declaring ministries should focus their efforts only into serving its people instead than creating divisions within society.""",0,66
"Instead of fees rising to PS9,250 per year in the autumn, Jeremy Corbyn is proposing a complete handbrake turn in saying that university tuition should not cost students anything. It's an idea which will appeal well beyond Labour Party members - it would be great if he could get some buy-in from Conservative MPs as part and parcel with their move towards free school meals for all children? He also spoke about improving mental health services through other means than just ""more money."" How exactly do you propose spending more on them without increasing taxes or borrowing even further?? And how can this happen when we are still running up debts like there was no tomorrow during 13 years under BlairBrown???",0,67
"The man, 31, approached Police Community Support Officers guarding a cordon in Albert Road in Plymouth on Thursday evening. Devon and Cornwall Police said it was believed he was assaulted by the men before approaching officers for help at around 7pm A police spokesperson added: 'Officers dealt with an incident of assault that had taken place some distance from where they were stood.'",0,68
"Notts' 39-run win against Essex at Trent Bridge on Monday sees them return to the showpiece event at Edgbaston for the first time since 2010. Read, who has won a solitary cap in this format of his career so far having made two NatWest T20 Blast appearances during 201314 and 2014... Read More",0,69
"So for the one tasked with replacing Karl Robinson as MK Dons manager, changing the mark of a man who had been in charge for more than half of the club's history was always going to be difficult. What needs no elaboration is that Jones has succeeded beyond all expectations and yet he will not get his hands on silverware this season; however it should also go without saying there are certain things you cannot change about how football works - if only because they have stood since before most people ever played sport professionally - but still need pointing out: League One champions do win promotion (this year Norwich City) despite never being top dogs at any stage throughout their existence while Premier league giants such Manchester United or Arsenal can finish seasons bottom after winning everything under heavens just weeks beforehand - even though these same sides could feasibly lose each match from now until May due entirely based upon which team turns up dressed like an egg salad sandwich wearing pyjamas bearing ties around its waist between every game when playing against other teams sharing similar sartorial dilemmas! So yes... something does appear slightly amiss here regarding modern day professional management where instead we sometimes watch managers turn over 2 million quid per annum simply by doing nothing particularly well except having 10m-worth worth money sitting unspent somewhere within those bank accounts waiting patiently whilst awaiting stressful 'the future'. It may sound harsh considering erstwhile Bundesliga side Werder Bremen splashed 100k last week (8600) bringing Jurgen Klopp back into German Football following years away tending goals elsewhere eking profits off clubs whose owners were happy enough seeing him orchestrate mediocre performances rather then success ...but seriously folks what would happen tomorrow morning somebody decided Liverpool needed six new first choice players? Rather I ask myself why my own local newspaper reports transfer rumours involving Southampton defender Nathaniel Clyne paying tribute ""to someone else"" whom apparently might force them move onto another destination halfway round Europe?! This sorta thing must surely mean some weird kindof business deal maybe further down south whereby either Aston Villa take Lallana...or Stoke make us sign Nolan AND Holtby PLUS Milner Sturridge too!!! Deadline Day deals instantly REALISED!!!! Even stranger given nobody really seems overly interested whats happened recently increasing chances anything via official channels actually DOES come true!! Is anyone listening??? Seriously...roughly speaking..do West Ham fans REALLY know whether Andy Carroll stays OR goes?? Or perhaps anybody involved knows much better personally knowing both options exist....just hoping third party cynical forces don't eventually result IN FACTUAL TRANSFER DEALS.... especially during times close fraught deadline moments..... NOBODY JUST TELL US WHAT TO THINK HERE PLEASE....IN CASE YOU'RE NOT TOTALLY CRAZY YET!!!!!!!!!",0,70
"A new programme, known as Drive, will be aimed at the most dangerous offenders, BBC News has been told. Backed by domestic abuse charities SafeLives and Respect, it will be launched early next year in a joint initiative with probation services to tackle repeat committed violent criminals who commit over 40 crimes including rape or murder within five years of being released from prison on licence for another offence - usually violence against women",0,71
"Dame Rosemary Butler said it was ""critical"" that people voted, with more powers coming to Wales. She said fewer than half of those eligible to vote did so in 2011.",0,72
"The head of football's governing body outlined his vision for an expanded tournament comprising 16 groups of three teams earlier this month. The top two teams in each group would advance to a 32-team, round robin format final - with the first team being crowned champions automatically and second place facing off against third at extra time if necessary (or penalties). In addition there will be six ""qualifying rounds"" featuring eight or 11 matches per stage that are designed simply as qualifying stages leading up into World Cup finals open only once every four years rather than annually like today's Copa America Centenario Tournament which kicks back on June 3rd.",0,73
"Joan Ostojic's daughters Katherine, 21, and Alice, 19, were on a boat carrying 25 people that went down between Lombok and the Komodo Islands on Saturday. They sat on the right side of their father while he was rowing to get more space REUTERSJohannes Polskamp",0,74
"The hosts, chasing 379 to win, began slowly and Chopra's caution increased after a middle-order collapse of three wickets for 25 runs. The opener laboured for five and a half overs before he was lbw by Nadeem Khan with the score on 602 at stumps in an eventual total that could not even reach 200 despite some effort from Tendulkar (35) as well Karthik Ganesan who made 46 off 77 balls although they were good ones too without any sign or play but it would have been better if such partnerships had happened earlier rather than late where you can see India losing track just like Atal Bihari Vajpayee did against Pakistan"" Talking about this series Virat Kohli has backed his players saying ""They are definitely going through rough patches which is expected because we haven't played enough cricket together,"" ""We need more games under our belt playing consistently."" He also added:""It doesn't mean someone goes out there thinking I am bowling fine no matter what happens.""",0,75
"McCall said he and some of his players were goaded by supporters following their 1-0 loss to the Lions at Wembley. He questioned why stewards had not prevented the invasion. ""I've got no problem with people supporting us, they can do whatever as long what is done in a good spirit,"" McAllister told BBC Radio Gloucestershire...Read more...",0,76
"13 July 2016 Last updated at 14:42 BST The game has not been officially released in the UK, but keen gamers have found ways around the app's country restrictions to access its premium content. Today it was revealed that a number of users were able... Read more...",0,77
"The so-called New Deal will reshape how they are trained as their career develops and help them to deliver the new ""made in Wales curriculum."" Each of Wales' 37,600 teachers has been granted 3.4m over three years... Through its Skills for Life programme (a joint venture with local authorities), Welsh ministers also want young people who drop out or fail at school offered a range other opportunities such training programmes aimed specifically around construction skills - ""so that students can see concrete result from what's learnt.""",0,79
"The net benefit is about PS257m each year and takes into account the impact on public services such as the NHS. In 2014, 34,670 students travelled from outside the European Economic Area (EEA) to study in England - that's 1 of all EU student enrolments across UK higher education institutes over a 12-month period (430 million). William Hague said: ""I have always understood there will be no deal if we do not get an agreement."" [Reuters]",0,80
"Lib Dem sources say 30,000 local authority places are being lost as money is diverted to new free schools. They said Mr Gove was ""ideologically obsessed"" about backing free schools. The Liberal Democrats' education spokesman in the Lords Lord Soley has accused ministers of making a secret deal with private companies on building and running future nurseries for three-year olds - which could push up parental fees by several hundred pounds per child each year.""",0,81
