text,label,index
Each evening Cardiff Bay will become the venue for a world music Showcase Festival featuring a tapas of world music from around the world. Folk music played a large part Folk musicians whose music influenced the way the music from different regions of India was popular.,0,11
Akinfenwa chested down in the box and saw his deflected shot fly past Bobby Olejnik to continue Wycombe's impressive home form - they have lost just one of six league Wanderers have lost just one of their last six league games at Adams Park - and they will be looking to make it seven successive wins when they face Wycombe Wanderers at the New York Stadium on Saturday.,0,12
"He was held on suspicion of Computer Misuse Act offences after officers searched a property in the city. Police have also arrested and bailed a 16-year-old from London, a 15-year-old London and a 17-year-old from Surrey.",0,13
"The state newspaper says the ""suave"" liquor will spare you wincing when you wake, despite boasting 30-40 alcohol. The brew is reportedly made from a type of indigenous ginseng called ""suave"" liquor can spare you wincing when you wake, despite boasting 30-40 alcohol.",0,14
"Transactions carried out in European markets were previously recorded in Luxembourg, with which Amazon had a low-tax agreement. Now sales made through subsidiaries in the UK, Germany, Spain and Italy Europe-wide sales are recorded in the UK corporation, which has a low-tax agreement Amazon.",0,15
"The council has launched an appeal to raise PS150,000 for a bronze sculpture in the Barkers Pool area. Former steelworker Kathleen Roberts said: ""It breaks my heart that we haven't - it breaks my heart that we haven't""",0,16
"Bielsa, 60, a former Argentina and Chile boss, resigned from French club Marseille in August and is unattached. He led Spanish club Athletic Bilbao to the 2012 Europa League and Bielsa, who coached Athletico, Bielsa and Argentina manager Juan Jose.",0,17
The test investigates whether people can detect if they are talking to machines or humans. The experiment is based on Alan Turing's question-and-answer game Can Machines Think? No computer has The experiment is based on Alan Turing's question-and-answer game Can Machines Think? No computer has ever had,0,18
"Leinster fly-half Sexton was injured in Saturday's Pro12 final defeat by Connacht and requires surgery. Full-back Rob Kearney has a hamstring injury with his brother Dave, a winger, ruled out Kearney.",0,19
"Shocked onlookers swam across the boating lake at Stanborough Park, Welwyn Garden City, on Sunday after the car became submerged in the water. The pair were put in a boat Witnesses and onlookers swam across the lake at Stanborough Park, Welwyn Garden City, on Sunday after the car became submerged in the water.",0,20
"The birds caused ""extensive damage"" by making holes in parts of the spire made of cedar at St Mary's Church in Headley near Epsom. A grant of PS78,000 was awarded The birds caused ""extensive damage"" by making holes in parts of the spire made of cedar at St Mary's Church in Headley near Epsom. A grant of PS78,000 was awarded by the National Lottery to repair the damage.",0,21
Transport Minister Humza Yousaf said a new charter arrangement would end the long-running row over seafarers' pay. The RMT union had claimed some workers on board two freight boats were long-standing row over seafarers' pay.,0,22
"Foster's time of 11.62 seconds earned automatic qualification as she finished second in her first-round heat. However, Smyth exited from the men's 100m as he finished fifth in his heat 100m heats as she qualified for the 100m final.",0,23
"The lifesaving equipment is believed to have been taken from outside of Frenchay Village Hall, near Bristol, in the early hours of Friday. Last December it was one of eight The lifesaving equipment is believed to have been taken from outside of Frenchay Village Hall, near Bristol, in the early hours of Friday.",0,24
"Hull City's Chester, Dummett of Newcastle United and Celtic's Matthews missed March's 3-0 win in Israel because of injuries. Andy King returns after serving a two-match ban but injuries rule Andy King misses a two-match ban and injuries rule.",0,25
"The Euro 2012 co-hosts took the lead when Yarmolenko seized on goalkeeper Samir Handanovic's unconvincing punch. Seleznyov slid in to convert the overlapping Artem Fedetskiy's cross after the break. Josip Yarmolenko's second strike was a trademark low finish, a free-kick cut in by Fedetskiy and spun away from Handanovic.",0,26
"Pae Jun-ho, known in the US as Kenneth Bae, smuggled anti-government materials and plotted the state's downfall, a Supreme Court spokesman told state news agency KCNA. He denied Mr Bae Bae had plotted the state's downfall, according to the Supreme Court, the state news agency KCNA reported. Mr Bae has been charged with spying for North Korea, a charge he denies.",0,27
"Media playback is not supported on this device The wing, 34, scored in the last move of Wales' 24-18 defeat by Australia in Cardiff and was later in tears during Wales wing Alun Wyn Jones is to miss the remainder of the season after breaking his leg against Australia.",0,28
But the BBC drama - which celebrated its 30th anniversary last month - was beaten to the TV soap of the year award by its ITV rival Coronation Street. Ant Once Upon a Time is the longest running series of any television drama.,0,29
"Welsh Secretary Stephen Crabb was speaking after Friday's final televised debate before the election. ""There's only one party that's in a position to secure an overall majority and that's the Stephen Crabb.",0,30
"John Morley, 29, of Deanstown, Finglas West, is alleged to have carried out a sustained weekend attack at the Chimney Corner Hotel in Mallusk. The victim, Derek White, was said Morley, who is further said to have possessed a substantial quantity of drugs and numerous inhalation and st.",0,31
"An ISI official told the BBC the compound in Abbottabad where Bin Laden was killed by US forces on Sunday had been raided several years ago. But the compound ""was """,0,32
"Ethan McKen, 24, was at the Black Sea resort of Sunny Beach, near Burgas, when he and a friend were hit by a wave, earlier on Saturday. Mr McKen was Ethan McKen, 24, was at the Black Sea resort of Sunny Beach, near Burgas, when he and a friend were hit by a wave, earlier on Saturday.",0,33
"Actresses including Meryl Streep, Sally Field, Sandra Bullock and Cameron Diaz saluted the 76-year-old Oscar-winner at Thursday's event in Hollywood. ""I'm so happy to add another woman's name to the ,"" she said, ""and that I'm so happy to add another woman's name to the list of [my] daughter's name, Sandra Bullock. I'm so happy to add another woman's name to the list of [her] women.""",0,34
Liverpool-bound striker Dominic Solanke picked up Lewis Cook's pass to score the winner shortly after the interval. England played the last 17 minutes with 10 men after Josh Onomah was England won just their second Test since 2004 but Dominic Solanke's 91st-minute strike was the last of the best.,0,35
"The hosts saw left-back Alex Telles dismissed after two bookings in a 74-second spell, the second after a wild sliding tackle on Stephan Lichtsteiner on 27 minutes. His side spent Tilles sent off for the second yellow card, then left with the whole of the first half on the board when he was shown a straight red for a wild challenge.",0,36
"William Johnston, of Walsham-le-Willows, Suffolk, admitted dumping the rubbish, described as building material and household waste, last April. Suffolk Police said it was a ""potential danger to motorists and other .""",0,37
Voters here have yet to make their choice in the regional election. But already there's something of the victory march in the chancellor's step. It has been years since her,0,38
"Naz Shah has apologised for sharing the graphic showing Israel's outline superimposed onto a map of the US with the comment ""problem solved."" It was shared in 2014, before she Naz Shah has apologised for sharing the graphic showing Israel's outline superimposed onto a map of the US with the comment ""problem solved.""",0,39
"Chasing 268 in the first Test, Australia were all out for 161, their innings finishing with a record 154 consecutive deliveries without a run. Australia - the world's top-ranked Test - is the highest-ranked Test country in the world, averaging more than 600 runs per Test match - is the world's Test-ranked country, averaging more than 600 runs per Test match",0,40
"The Slovenian club has knocked Hibernian, Rangers and Celtic out of Europe in recent seasons. Yet McInnes is adamant that his players are not fearful of the quality of the Slovan Bratislava.",0,41
"The Office for National Statistics (ONS) said the figure was up from 7.6 in the year to February. Separate figures showed the amount of money borrowed for home loans in Figures show the annual growth in the number of loans allowed to people by banks - to fund homes - was 8.6 in August, up from 7.6 in July.",0,42
Scripps' channels include the Food Network and Travel Channel. The two companies are estimated to have 20 of ad-supported TV viewership in the US The two said the deal would Scripps' channels include the Food Network and Travel Channel.,0,43
"Mr Osborne cited ""tentative signs of a balanced, broad based and sustainable recovery,"" but stressed it was still the ""early stages"" and ""plenty of risks"" remained. Mr Osborne said that ""There is now substantial evidence of the beginnings of a recovery,"" but warned that ""inflation remains stubbornly high"" and the recovery was far from being ""mature.""",0,44
Authors including The English Patient writer Michael Ondaatje and Peter Carey will not attend the PEN Literary Gala in New York on 5 May. They said PEN - known for - is a disgag - known for PEN - known for - known for PEN - known for - known for PEN - known for PEN - - known for - known for PEN - known for PEN - known for PEN - known for PEN - known for - known for PEN - known for - known for PEN - known for PEN - known for - known for PEN - known for PEN - known for PEN - known for PEN,0,45
"The 35-year-old schoolteacher told the court that her digestive system sometimes converts food into alcohol. After her arrest, her doctor conducted tests that found that high levels of yeast in food into alcohol. Court that her digestive system sometimes turns food into alcohol.",0,46
"The Council for Science and Technology (CST) wants ""public good"" GM varieties to be grown and tested in the UK. It says GM crops should be assessed individually - like ""public good"" GM varieties should be grown and tested in the UK.",0,47
"Moderate exercise increased the size of the hippocampus, an area of the brain that makes memories, in 120 volunteers. The year-long trial, published in Proceedings of the National Academy of Exercise increases the size of the hippocampus, an area of the brain that makes memories, in 120 volunteers.",0,48
"Joe Storey, 27, had denied murdering Kerri McAuley, 32, who was found dead at Southalls Way, Norwich, on 8 January, but admitted manslaughter. Storey was high on cocaine when he he threw the stone that slammed his fist on the door. Storey, 27, committed second-degree manslaughter.",0,49
"A man entered the store on Balmoral Place between 07:30 and 07:45, threatened a 33-year-old member of staff with a weapon and attacked him. The suspect fled with a four-figure It is reported that a man entered the store on Balmoral Place between 07:30 and 07:45, threatened a 33-year-old member of staff with a weapon and attacked him. The suspect fled with a four-figure sum of money.",0,50
"The Nikkei 225 closed down 0.4 at 18,916.02, although the index had been as much as 1.6 in earlier trade. Shares in Toshiba fell 9.8 on reports it was expecting Nikkei 225 index closed down 0.04 at 18,916.02",0,51
A third person had been arrested in the raid in Verviers and weapons are reported to have been recovered. Prosecutor Eric Van Der Sypt told reporters police had targeted a Arrests were made at the home of a 20-year-old man with a criminal record and two other people.,0,52
"The US has said the bombing, which took place in the Afghan city of Kunduz, was a mistake and it was attempting to strike the Taliban. MSF wants the bombing Afghanistan city of Kunduz was a mistake and it was attempting to strike the Taliban. MSF wants the bombing, which took place in the Afghan city of Kunduz, was a mistake and it was attempting to strike the Taliban.",0,53
"Gen Sir Nicholas Houghton told the BBC's Andrew Marr that refusing to launch nuclear weapons would ""seriously undermine"" Britain's ""deterrent."" And he said he would be worried if such a such a system was in place it would be very much if such a nuclear weapon were to go wrong and he said he would be worried if such a policy were used.",0,55
"The small objects were hidden by artist Luke Jerram for his installation Treasure City, with clues hidden in paintings at the 20-21 Arts Centre. The first one, a replica Viking Viking Treasure, with a replica Viking, a replica Viking, a replica Viking. The small objects were hidden by artist Luke Jerram for his installation Treasure City, with clues hidden in paintings at the 20-21 Arts Centre, with small objects were, and Vikings loe Viking. Viking, a replica Viking The small objects were small, and small objects were hidden, with the small objects in small objects. This small object is hidden in a small area on the side of a small Viking's treasure, with small objects hidden in the Viking small objects, with small objects hidden behind small objects, with small objects that were hidden by Vikings small objects.",0,56
"Adam Wilson, of Lostock Hall, was found with serious injuries at a property on Albrighton Crescent in Lostock Hall near Preston in September. Jason Taylor, 21, of Westfield, Lostock Hall Preston, died from a serious brain injury.",0,57
"""We save people here every day,"" said the 46-year-old policeman - managing to sound both proud and chiding and the same time. Mr Hassan has now spent three years assigned Hassan, from Al Maadi police station, said: ""We do some jobs that are very hard, such as rescuing people on the building collapses. ""This is one of the most important and dangerous areas where we work, in the Middle East. In the past, we have had to use the helicopter, which we don't have here.""",0,58
"The 23-year-old, on loan from Chelsea, saved a penalty in normal time and one in a shoot-out when the Chairboys knocked Blackpool out of the EFL Trophy in January. And, Stop, penalty save a penalty kick, penalty save a penalty and, one penalty kick.",0,59
"The cub will be the first giant panda to be born in Hong Kong. Earlier this year, 10-year-old Ying Ying mated naturally and was also artificially inseminated. However, the staff the staff inseminated her artificially.",0,60
"The 25-year-old claimed her maiden able-bodied national title on Sunday and won team gold with England at the 2010 Commonwealth Games. But to qualify for Rio, Brown would have to win at least one more Commonwealth Games medal in order to qualify for the next Olympics.",0,61
Hospital bosses made changes last August in a bid to help ambulances reach the emergency unit more quickly at the University Hospital of Wales (UHW) in Cardiff. Barriers were installed UHW in Cardiff as quickly as possible.,0,62
"Nashat Melhem was tracked down to a mosque in his home town of Arara and killed in a gun battle, police said. The attacks sparked a huge hunt and security huge manhunt involving the world's largest man hunt.",0,63
"The inquiry will look at historical abuse of children in care in Scotland. But John Findlay, who was abused while a pupil in the care of Aberlour House in Moray, Scotland, will be part of the inquiry and he is a victim of historical abuse of children in Scotland.",0,64
"JP Nadeau was reportedly struck by lightning mid-sentence in his apple orchard in New Brunswick, Canada. ""And just as I told my new son-in-law'You're a lucky guy' - Boom!"" he Nadeau, a 92-year-old New Brunswick resident, was saddened by the fact that lightning can strike at any time during an orchard visit.",0,65
"The blast tore through the crowded Jameela market in the predominantly Shia district of Sadr City. The Sunni jihadist group, Islamic State (IS), said it was behind the bombing and Sadr City, but the Sunni extremist group savaged the alleged weapon.",0,66
"Instead of fees rising to PS9,250 per year in the autumn, Jeremy Corbyn is proposing a complete handbrake turn in saying that university tuition should not cost students anything. It's Jeremy Corbyn's plan is a complete reversal of the current trend of fees rising to cover rising tuition charges, with a future increase in tuition fees to meet the rise in students' loans. Jeremy Corbyn has announced a complete handbrake turn in lowering the cost of university for students. Jeremy Corbyn's plans to cut the cost of college tuition should cost none. Jeremy Corbyn is proposing that university tuition should not cost students anything. Jeremy Corbyn is proposing a complete handbrake turn in a single-year university.",0,67
"The man, 31, approached Police Community Support Officers guarding a cordon in Albert Road in Plymouth on Thursday evening. Devon and Cornwall Police said it was believed he was assaulted St Marks Road, Plymouth, at about 8.30 p.m.",0,68
"Notts' 39-run win against Essex at Trent Bridge on Monday sees them return to the showpiece event at Edgbaston for the first time since 2010. Read, who has won a Read, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win, who has won a win",0,69
"So for the one tasked with replacing Karl Robinson as MK Dons manager, changing the mark of a man who had been in charge for more than half of the Karl Robinson's seven years at the helm of MK Dons. So for the one tasked with replacing Karl Robinson as MK Dons manager, So for the one tasked with replacing Karl Robinson as MK Dons manager, So for the one tasked with replacing Karl Robinson as MK Dons manager, So for the one tasked with replacing Karl Robinson as MK Dons manager, So for the one tasked with replacing Karl Robinson as MK Dons manager, So for the one tasked with replacing Karl Robinson as MK Dons manager, So for the one tasked with replacing Karl Robinson as MK Dons manager, So for the one tasked with replacing Karl Robinson as MK Dons manager, So for the one tasked with replacing Karl Robinson as MK Dons manager, So for the one tasked with replacing Karl Robinson as MK Dons manager, So for the one tasked with replacing Karl Robinson as MK Dons manager, So for the one tasked with replacing Karl Robinson as MK Dons manager, So for the one tasked with replacing Karl Robinson as MK Dons manager, So for the one tasked with replacing Karl Robinson as MK Dons manager, So for the one tasked with replacing Karl Robinson as MK Dons manager, So for the one tasked with replacing Karl Robinson as MK Dons manager So for the one tasked with replacing Karl Robinson as MK Dons manager, So for the one tasked with replacing Karl Robinson as MK Dons manager So for one So for the one tasked with replacing Karl Robinson as MK Dons manager, So for the one tasked with replacing Karl Robinson as MK Dons manager So for the one tasked with replacing Karl Robinson as MK Dons manager, Karl Robinson was more than half of the mark of more than half of the more than half of the more charge for more than a",0,70
"A new programme, known as Drive, will be aimed at the most dangerous offenders, BBC News has been told. Backed by domestic abuse charities SafeLives and Respect, it will be Drive, BBC News has been told.",0,71
"Dame Rosemary Butler said it was ""critical"" that people voted, with more powers coming to Wales. She said fewer than half of those eligible to vote did so in 2011. Wales devolving to Wales, with devolved powers coming to Wales.",0,72
The head of football's governing body outlined his vision for an expanded tournament comprising 16 groups of three teams earlier this month. The top two teams in each group would The head of football's governing body outlined his vision for an expanded tournament comprising 16 groups of three teams earlier this month.,0,73
"Joan Ostojic's daughters Katherine, 21, and Alice, 19, were on a boat carrying 25 people that went down between Lombok and the Komodo Islands on Saturday. They sat on the Alice Ostojic and Katherine Ostojic, the adoptive daughters of Joan Ostojic's sister Joan, were on a boat carrying 25 people that went down between Lombok and the Komodo Islands on Saturday. Katherine, 21, and Alice, 19, were on a boat carrying 25 people that went down between Lombok and the Komodo Islands on Saturday. They sat on the boat carrying 25 people that went down between Lombok and the Komodo Islands on Saturday.",0,74
"The hosts, chasing 379 to win, began slowly and Chopra's caution increased after a middle-order collapse of three wickets for 25 runs. The opener laboured for five and a half Chopra, a cautious opener, began to assess the situation.",0,75
McCall said he and some of his players were goaded by supporters following their 1-0 loss to the Lions at Wembley. He questioned why stewards had not prevented the invasion. McCall criticised the behaviour of stewards and security staff at Wembley in the aftermath of the game.,0,76
"13 July 2016 Last updated at 14:42 BST The game has not been officially released in the UK, but keen gamers have found ways around the app's country restrictions to The popular video game Fortnite has become one of the most downloaded apps on Apple's App Store in the UK.",0,77
"The dollar climbed 1 against a basket of currencies, and against the Japanese currency it rose above 123 yen. Analysts cited last Friday's US inflation figures as having triggered the The dollar rose 1 against a basket of currencies, and against the Japanese currency it rose above 123 yen. Analysts cited last Friday's US inflation figures as having triggered the rally. Those analysts cited last Friday's US inflation figures as having triggered the rally.",0,78
"The so-called New Deal will reshape how they are trained as their career develops and help them to deliver the new ""made in Wales curriculum."" Each of Wales' 37,600 teachers each of Wales' 37,600 teachers has a teacher support assistant to help with their career development. Each of Wales' 37,600 teachers have the opportunity of delivering one of these teachers' 3,780 support staff will have their own professional development needs, which will be ready to deliver the curriculum ""made in Wales curriculum"" and help to deliver the new ""made in Wales"" curriculum. Each of Wales' 37,600 teachers together with Wales' 37,600 teachers has a total of 92 teachers are supported by one of the 37,600 teachers. Among them, there are 37,200 non-teach support teachers with an average of 3,800 per school, each one of whom is a qualified teacher of maths, averaging the new ""maw"" teachers are supported by one of Wales' 37,600 teachers.",0,79
"The net benefit is about PS257m each year and takes into account the impact on public services such as the NHS. In 2014, 34,670 students travelled from outside the European The University of Manchester has an international reputation for excellence in research and teaching and is one of the largest employers of international students in Europe. Twenty-seven percent of undergraduates come from outside the European Union and over half (4,200) are the first in either of their families to go to university.",0,80
"Lib Dem sources say 30,000 local authority places are being lost as money is diverted to new free schools. They said Mr Gove was ""ideologically obsessed"" about backing free schools. Govt is also said to have been ""ideologically obsessed"" about backing free schools and 2,000 new free academis.",0,81
The emails confirmed the Trump camp's interest in receiving help from the Russian government to discredit opponent Hillary Clinton during the presidential campaign last year. The Dow Jones was unchanged The emails showed that the Russians' campaign aides may have intended to tamper with the Dow.,0,82
"He's been refused somewhere to stay because he comes from Ebola hotspot, Sierra Leone. Amara arrived in Norwich from West Africa a fortnight ago and was turned down by two Amara is from an Ebola hotspot.",0,83
"He told Buzzfeed News he needed to go to a ""quiet place"" to focus on writing, adding that Twitter is ""the least quiet place I've ever been in my life."" Twitter is a ""solitary place"" for him, and he ""needs to go somewhere to write"" right now.",0,84
"The greatest foreign policy disasters have tended to come when the UK has either ignored America - such as when it joined France in invading Suez - or when it ignored America, such as when it has either ignored Britain, such as when it has becked America to protect America, such as when it has ignored America, such as when it has ignored America, such as when it has ignored America, such as when it has joined America, such as when it has ignored America, such as when it has joined America, such as when it has either tried to appease America, such as when it has either ignored America, such as when it has joined America, such as when it has embraced America, such as when it has ignored America, such as when it has either ignored America's influence, such as when it has ignored America's ally, such as when it has either ignored America, such as when it ignored America - such as by either ignoring America - such as by either ignoring America - such as when it has either ignored America - such as when it either ignored America - such as when it ignored America, such as when it either ignored America - such as when it either ignored America - such as when it joined France in attacking America - such as when it has either ignored America - such as when it has either ignored America - such as when it has either ignored America - such as when it has either ignored America, such as when it ignored America - such as when it has ignored America, such as when it has either ignored America, such as when it has either ignored America - such as when it has either ignored America - such as when it has either ignored America, such as when it either ignored America - such as when it either ignored America - such as when it either ignored America - such as when it either ignored American - such as when it either ignored America, such as when it either ignored America - such as when it either ignored America, such as when it either ignored America, such as when it either ignored America - such as when it either ignored America - such as when it either ignored America - such as when it either ignored America - such as when it either ignored America, such as when it either ignored America, such as when it either ignored America, such as when it either ignored America, such as when it joined France in ignoring America, such as when it either ignored America - such as when it either ignored America, such as when it either ignored America, such as when it ignored America, or when it either ignored",0,85
The industry group said sales of the fish leapt more than 50 by value - to PS186.7m - and 13 by volume. British food and drink exports as a whole PS10 for every sago - to the value of PS23.3m - to whichray - to the value of its livers and fork - to over 100 million - are seen as a main fish in the sea.,0,86
"The new charge will be imposed from April 2017 and help ensure that big business shoulders the cost of training workers, George Osborne said. But business groups have described the apprenticeships.",0,87
"The typical home in the East increased in cost by 8.3 in the year to the end of July, the Office for National Statistics (ONS) said. Prices in London, which averaged remained unchanged from 2014.",0,88
"Labour suffered heavy losses at the hands of the SNP, with the Tories defying opinion polls to secure a House of Commons majority. In a speech in London, Mr Miliband Miliband said: 'This is a good result for Labour. But the result was not a good result for us.",0,89
"The incident happened at the Co-op store in Thornton at about 02:15 on 17 May. A Ford Transit flatbed van, stolen in Station Road, reversed into the premises. Extensive damage Great wretching were made to the rear of the property.",0,90
"The Perth club has suspended the team-mates pending a club investigation. Wright told BBC Scotland that ""if what's alleged"" to have occurred did in fact happen ""we'll come down severely Fraser Wright, Steven Wright, and two players without their pending an investigation by the Perth club. Wright's club have suspended the players pending a club investigation. The Perth club has suspended the team-mates until a club investigation. Ferguson is suspended without suspension pending an investigation. Perth have suspended the players pending a club investigation. Rangs boss has suspended the club-mates pending a club investigation. Pock and Wright on pending a club investigation. The Perth club has suspended the team-mates pending a club investigation.",0,91
"Spencer Wilding, who hails from Rhyl, was the guest of honour at a special screening of Rogue One. He had to muster all powers of the force to keep his Spencer Wilding, who hails from Rhyl, was the guest of honour at a special screening of Rogue One.",0,92
"Observations with Japan's Subaru telescope reveal the likely icy body to be some 15.5 billion km from the Sun - about three times further away than even far-flung Pluto. Scientists Far-flung Pluto has been found a new world that is 900 times further from the Sun than its nearest neighbour, Neptune.",0,93
"Saints' 3-0 reverse at Everton on Monday completed a difficult Christmas period for Claude Puel's side. But Stephens, who made his Premier League debut at Goodison Park, believes a change Southampton's need.",0,94
"Every owner of a gadget piloted via a touchscreen has spent time rubbing it with a tissue, a cloth or a sleeve gripped round the heel of the hand to a touchscreen has spent time rubbing it with a tissue, a cloth or a sleeve gripped round the heel of the hand to a sleeve gripped round the heel of the hand to to grip it to conquer the touch screen in the palm of the hand. So it's no surprise that every owner of a gadget piloted via a touchscreen has spent time rubbing it with a tissue, a cloth or a sleeve gripped round the heel of the hand to a sleeve gripped round the heel of the hand to a sleeve gripped round the heel of the hand to to grip it to conquer the touch screen in the palm of the hand.",0,95
"In Northern Ireland, weather warnings have also been issued as the third storm of the season, Storm Clodagh, moved in. The Met Office issued a yellow warning for severe gales further warnings have also been issued as Storm Clodagh moved in, bringing heavy gales and rain.",0,96
"The 21-year-old had been at Hednesford Town on loan this season, but has experience in the fifth tier with Southport and Wrexham. Adam Lockwood's Guiseley are currently five points from Guiseley currently sit third in the table, five points from the top and look set for a promotion push.",0,97
He led the parade of soldiers along Llandudno promenade to re-affirm the Freedom of the County of Conwy. Hundreds of residents and holidaymakers turned out to see the march in The parade of soldiers was to re-affirm the freedom of the County of Conwy.,0,98
"6 December 2016 Last updated at 09:59 GMT The app can now identify up to 70,000 public figures by looking at images, video or an actual person. The BBC's Rory The Facebook app Face ID can now identify celebrities and public figures.",0,99
"The PRI is set to win about 30, with the conservative National Action Party on about 22, said the head of the National Electoral Institute. On current projections, the PRI Presidential Institute said.",0,100
The MarkitCIPS manufacturing Purchasing Managers' Index fell to 49.2 from 50.7 in March. A reading below 50 indicates falling output. It is the first time that activity in the sector is contracted for six months.,0,101
"Reuben Lewis from Llanidloes was driven 45 minutes from Ysgol Cedewain, Newtown, without teachers or transport staff realising he was still on board. BBC Wales understands he was then left Transport managers are now investigating the incident.",0,102
The 48-year-old took had been in charge of Posh since replacing Dave Robertson in September and lifted the club as high as the play-off places in January. But they have Posh were relegated to the fourth tier with a tenth place finish in League One with the visitors finishing in front of them.,0,103
"The woman, 37-year-old Wu Shuoyan, is alleged to have been killed last May simply for refusing to hand over her phone number to cult members. The murder, filmed on CCTV CCTV footage",0,104
"""It was very professional, but it was also emotional,"" he said. ""It was very dignified but I would also say at the end it was quite emotional. ""He reflected on He reflected on on the experience.""",0,105
"Elisa Bianco said she had just months to live and Sally Retallack funded a PS2,500 final trip for the 22-year-old, London's Appeal Court heard. Bianco, of Station Road, Fowey, Cornwall, Cornwall, had only months to live and Sally Retallack funded a PS2,500 final trip for the 22-year-old, London's Appeal Court heard.",0,106
Mr Trump called off a rally on Friday night in Chicago after clashes between protesters and supporters. The Republican who has won a string of primary contests has blamed the Mr Trump has blamed the protesters for the frac he hailed for his attacks.,0,107
"Police said the boy was badly injured in the incident, after being struck in Coatbridge. Emergency crews were called the scene on the town's Bank Street near Langloan Primary School Police said the second boy was hit by a vehicle, after being struck in the street. The other boy, aged 4 was also hit by the vehicle. A police lorry, a second boy, aged, aged 10, was also hit by a boy, after being struck by the motor vehicle. The boy, aged 10 was hit by the boy, before being taken to hospital.",0,108
"The mutation was also present in our evolutionary ""cousins"" - the Neanderthals and Denisovans. However, it is not found in humans' closest living relatives, the chimpanzees. As early humans evolved, As early humans evolved, they were able to make tools to aid their survival.",0,109
