text,label,index
"Liverpool-bound striker Dominic Solanke picked up Lewis Cook's pass to score the winner shortly after the interval. England played the last 17 minutes with 10 men after Josh Onomah was sent off for a second bookable offence. Solanke, who is joining Liverpool in the summer after his contract with Chelsea expired, latched onto Cook's clever pass and fired a low shot past the goalkeeper to seal a 1-0 win for England. Onomah had been shown a second yellow card for a reckless challenge on the edge of the area, leaving England a man down for the remaining minutes of the game. Solanke's strike proved to be the difference as England left with all three points.",0,35
"The hosts saw left-back Alex Telles dismissed after two bookings in a 74-second spell, the second after a wild sliding tackle on Stephan Lichtsteiner on 27 minutes. His side spent the rest of the game with 10 men, losing 1-0. The dismissal of Telles had a major impact on the game, resulting in Porto having to play with 10 men for the majority of the match. This put them at a significant disadvantage as they were unable to effectively pressure Juventus, who were able to keep possession for longer periods of time and create more chances on goal. The lack of numbers also meant that Porto were unable to build attacks and take advantage of any opportunities that arose. Ultimately, this resulted in a 1-0 defeat for the home side despite a valiant effort from their players.",0,36
"William Johnston, of Walsham-le-Willows, Suffolk, admitted dumping the rubbish, described as building material and household waste, last April. Suffolk Police said it was a ""potential danger to motorists and other road users"" and ""could have caused a serious accident."" Johnston pleaded guilty to the offence of depositing controlled waste without a permit at an Ipswich Magistrates Court hearing. He was fined 1,500 and had to pay costs of 1,000 as well as a victim surcharge of 150.",0,37
"Voters here have yet to make their choice in the regional election. But already there's something of the victory march in the chancellor's step. It has been years since her party last won an election in this region, and her confidence in her chances is evident. With her message of economic prosperity and social justice, she's already convinced many voters here that she can bring much-needed change to the region. Supporters have been out in force, helping spread the word and encouraging people to cast their ballots in her favor. Polls suggest that they may be successful in doing so, as her popularity has steadily risen over the past few weeks. If she can indeed ride the wave of momentum to a decisive victory, it would be a historic moment for her party.",0,38
"Naz Shah has apologised for sharing the graphic showing Israel's outline superimposed onto a map of the US with the comment ""problem solved."" It was shared in 2014, before she became an MP. Yes, Shah has apologised for the post. In a statement released shortly after the post resurfaced in 2019, she said: ""I deeply regret the hurt I have caused by comments I made on social media several years ago. They do not reflect my views and I apologise for any offence caused.""",0,39
"Chasing 268 in the first Test, Australia were all out for 161, their innings finishing with a record 154 consecutive deliveries without a run. Australia - the world's top-ranked Test team at the time - went on to lose the match by 107 runs. This record was broken in the second Test of the series, where Australia were all out for just 97 runs. This was their lowest total in a Test match since 1977, and they lost by an even bigger margin of 166 runs. The innings finished with 172 consecutive deliveries without a run, which is the new record for most consecutive balls without a run in a Test match.",0,40
"The Slovenian club has knocked Hibernian, Rangers and Celtic out of Europe in recent seasons. Yet McInnes is adamant that his players are not fearful of the quality of the opposition. No, the Aberdeen players are not fearful of their opponents. Instead, they take each game as a challenge and strive to overcome them. All of the clubs mentioned have been impressive in Europe in recent years, but the Aberdeen players are focused on taking the game to their opponents and trying to get the result that they want.",0,41
"The Office for National Statistics (ONS) said the figure was up from 7.6 in the year to February. Separate figures showed the amount of money borrowed for home loans in March was the highest since 2008. The ONS said total borrowing, excluding student loans, rose to 19.9bn in March from 17.2bn in February. Borrowing for house purchases increased to 10.6bn from 8.8bn in the previous month. The figures suggest that more people are taking on debt to buy property, although the number of mortgages approved for house purchases fell slightly to 66,000 in March from 67,000 the month before. The Bank of England said the number of mortgages approved for house purchases had been broadly stable over the past six months but was still lower than its pre-crisis peak of 91,000 in 2007. It also noted that there had been a marked increase in the availability of high loan-to-value mortgages. The ONS said total consumer credit, which includes loans and credit cards, rose to 11.3bn in March from 10.1bn in February. This was the highest level since November 2016.",0,42
"Scripps' channels include the Food Network and Travel Channel. The two companies are estimated to have 20 of ad-supported TV viewership in the US The two said the deal would create a powerhouse in media, entertainment and digital content. Scripps also owns other channels, such as HGTV, DIY Network, Cooking Channel, Great American Country and the Oprah Winfrey Network (OWN). The company also operates digital networks like Newsy and Flipboard. Scripps recently acquired Pluto TV, a free streaming service with more than 12 million monthly active users.",0,43
"Mr Osborne cited ""tentative signs of a balanced, broad based and sustainable recovery,"" but stressed it was still the ""early stages"" and ""plenty of risks"" remained. Mr Osborne said that the government's economic plan was ""working,"" but that it needed to continue. He said: ""We are starting to see a balanced, broad-based and sustainable recovery with investment, exports and household spending all growing strongly. But we have to be realistic. It is still early days, and plenty of risks remain both at home and abroad. ""That is why I am determined that the government should not abandon its economic plan - a plan for jobs and growth. We must stick to it, so that Britain continues along the path of prosperity.""",0,44
"Authors including The English Patient writer Michael Ondaatje and Peter Carey will not attend the PEN Literary Gala in New York on 5 May. They said PEN - known for its defence of writers' freedom of speech - had not done enough to support the Palestinian call for a boycott of Israeli cultural institutions. In response, PEN Executive Director Suzanne Nossel said that while the organization stands firmly behind the right of individuals and organizations to make their own decisions about participation in cultural exchanges, it 'strongly opposes any effort to delegitimize and marginalize Israel, or any nation.' She also stated that PEN is strongly committed to fostering dialogue between Israeli, Palestinian, and other writers of the region.",0,45
"The 35-year-old schoolteacher told the court that her digestive system sometimes converts food into alcohol. After her arrest, her doctor conducted tests that found that high levels of yeast in her system cause the condition. Her lawyer argued that the condition is rare, and it can lead to a person having a blood alcohol level above the legal limit without having consumed any alcoholic beverages. The judge ruled that the woman was innocent of DUI charges because she could not have controlled her body's production of alcohol.",0,46
"The Council for Science and Technology (CST) wants ""public good"" GM varieties to be grown and tested in the UK. It says GM crops should be assessed individually - like any other product or technology - and if they can benefit society, they should be allowed to be grown. The CST believes that GM crops should be tested in a controlled environment, with strict safety protocols in place. It also believes that the public should be consulted on the issue and invited to participate in discussions about the merits of growing GM crops. In addition, the CST believes that any GM crops grown in the UK should be clearly labelled so that consumers can make an informed decision about whether or not to purchase them. Furthermore, it believes that the environmental and economic impacts of GM crops should be assessed before they are approved for commercial use.",0,47
"Moderate exercise increased the size of the hippocampus, an area of the brain that makes memories, in 120 volunteers. The year-long trial, published in Proceedings of the National Academy of Sciences, provides further evidence that lifestyle changes can lead to improved brain health. The participants in the study were split into two groups. The first group was assigned to walk around a track for 40 minutes, three times a week, while the second group was instructed to stretch and perform balance exercises. At the end of the trial, MRI results showed that the hippocampus of those who had walked had grown by 2, compared to no growth in the stretching group. Researchers believe that physical exercise may be able to combat age-related decline in the hippocampus, which is associated with memory loss and dementia. The findings suggest that moderate aerobic exercise can improve cognitive function in humans and may even help protect against age-related diseases.",0,48
"Joe Storey, 27, had denied murdering Kerri McAuley, 32, who was found dead at Southalls Way, Norwich, on 8 January, but admitted manslaughter. Storey was high on cocaine when he killed Ms McAuley. In March 2021, Storey was sentenced to life in prison with a minimum term of 20 years. He was also ordered to pay an 170 victim surcharge. Judge Stephen Holt said that Storey had ""punched and strangled"" Ms McAuley after they had had an argument, resulting in her death. He noted that Storey had been on drugs at the time and had shown no remorse for his actions. The judge said it was a ""tragic case"" and that Storey had taken a ""valuable human life."" He concluded by saying that a message must be sent that domestic violence and drug use will not be tolerated.",0,49
"A man entered the store on Balmoral Place between 07:30 and 07:45, threatened a 33-year-old member of staff with a weapon and attacked him. The suspect fled with a four-figure sum of money. The police are appealing for anyone with information about the incident to come forward. They are particularly interested in speaking to anyone who was in the store or nearby at the time, or who may have seen someone acting suspiciously in the area. Witnesses can call the police on 101 quoting reference number XYZ123.",0,50
"The Nikkei 225 closed down 0.4 at 18,916.02, although the index had been as much as 1.6 in earlier trade. Shares in Toshiba fell 9.8 on reports it was expecting a huge loss in its nuclear division. Other stocks that closed down included Honda Motor Co, which fell 2.1, and Sumitomo Mitsui Financial Group, which dropped 1. The broader Topix index of all First Section issues on the Tokyo Stock Exchange fell 0.36 percent to close at 1,475.91. The turnover was about 2,342 billion yen (21.49 billion U.S. dollars).",0,51
"A third person had been arrested in the raid in Verviers and weapons are reported to have been recovered. Prosecutor Eric Van Der Sypt told reporters police had targeted a suspected terrorist cell that was in the ""advanced stages"" of preparing an attack on police. The third person was arrested during a raid in Verviers, Belgium, on Wednesday night (January 15). Police reportedly seized weapons and explosives during the raid. Van Der Sypt said two suspects were killed when they opened fire on officers during the operation, while a third managed to escape. It is unclear if the third person arrested was part of the suspected cell or simply happened to be at the scene of the raid. The identities of the three individuals have not been released. No further details about the third suspect's role in the incident have been released.",0,52
"The US has said the bombing, which took place in the Afghan city of Kunduz, was a mistake and it was attempting to strike the Taliban. MSF wants the bombing to be investigated as a war crime. The US has said it will cooperate with any investigation into the incident and has not ruled out that it could be subject to a criminal inquiry. MSF has called for an independent international inquiry, saying that an internal US investigation would not be impartial or sufficient. The US has said it will assist in any inquiry that is conducted by the Afghan government.",0,53
"12 June 2017 Last updated at 15:24 BST He first arrived on the men's tennis Tour when he was 15-years-old and has been setting records since then. Leah has taken part in the US Open, French Open, Wimbledon and Australian Open, becoming the first female player to reach the finals of all four Grand Slam tournaments. She has also become the youngest player ever to win a Grand Slam singles title, as well as being the first African-American woman to win the US Open. She has been ranked number one in the world by the Women's Tennis Association for a total of 67 weeks. Leah has won a total of 23 Grand Slam titles, including three doubles championships, making her the most successful female tennis player of all time. Her success has made her one of the most recognizable athletes in the world and she is an inspiration to many young players.",0,54
"Gen Sir Nicholas Houghton told the BBC's Andrew Marr that refusing to launch nuclear weapons would ""seriously undermine"" Britain's ""deterrent."" And he said he would be worried if such a situation were to arise. Sir Nicholas said that it would be a ""serious concern"" if a Prime Minister were ever to make a decision not to launch nuclear weapons, as such an action would ""seriously undermine the credibility of our deterrent."" He also noted that such a decision would have profound implications for Britain's standing in the international community. In addition, Sir Nicholas said that he was confident that any Prime Minister who had the power to launch nuclear weapons would exercise their power responsibly and only do so in extreme circumstances. He also noted that any use of nuclear weapons would have to be in line with international law.",0,55
"The small objects were hidden by artist Luke Jerram for his installation Treasure City, with clues hidden in paintings at the 20-21 Arts Centre. The first one, a replica Viking longship, was hidden in a tree in St. Andrew's Park in Scunthorpe, England. The second one, a golden Buddha statue, was hidden in a secret location in Hull, England. The third one, a Faberge egg, was hidden underneath a bridge in Grimsby, England. The fourth one, a mechanical puppet, was hidden in a walled garden in Grimsby, England. The fifth one, a tiny castle, was hidden inside a hollow tree in Cleethorpes, England.",0,56
"Adam Wilson, of Lostock Hall, was found with serious injuries at a property on Albrighton Crescent in Lostock Hall near Preston in September. Jason Taylor, 21, of Westfield, Lostock Hall , was charged with attempted murder in connection with the incident. Taylor pleaded guilty to the charge at a hearing at Preston Crown Court on 8 November 2019 and was sentenced to 14 years in prison. Wilson suffered multiple stab wounds during the attack and was taken to hospital for treatment. He is currently recovering from his injuries.",0,57
